Column1;Column2;Column3;Column4
OEO_00320032;port;A transport hub is a transport network component that allows the exchange of people and/or goods.;
OEO_00320033;freight port;A port is a transport hub for ships.;
OEO_00320034;passenger port;A port is a transport hub for ships.;
OEO_00320035;airport;A transport hub is a transport network component that allows the exchange of people and/or goods.;
OEO_00320036;electrical energy transfer;Energy transfer is an energy transformation in form of a spatial transmission, that does not change the types of energies, apart from losses, e.g. waste heat.;
OEO_00320037;chemical energy transfer;Energy transfer is an energy transformation in form of a spatial transmission, that does not change the types of energies, apart from losses, e.g. waste heat.;
OEO_00320038;fuel transport;Freight transport is a transport process which moves goods from one place to another.;
OEO_00320039;combustion fuel transport;Fuel transport is the freight transport of fuels.;
OEO_00320040;vehicle charging station;An electricity grid component is a grid component that is part of an electricity grid.;
OEO_00320041;vehicle operational mode;"A vehicle operational mode is a realizable entity that determines how a vehicle is operating.






Back to the super classes:




        realizable entity
      


          view
        




        

        

        
        No description found.";
OEO_00320042;fuel supply system;An energy system is a supply system of spatially extended linked energy sources and sinks.;
OEO_00320043;diesel car;A car is a motorised road vehicle that is used for passenger transport and has a maximum of eight seats.;
OEO_00320044;diesel truck;A truck is a motorised road vehicle that is used for freight transport.;
OEO_00320045;gasoline car;A car is a motorised road vehicle that is used for passenger transport and has a maximum of eight seats.;
OEO_00320046;battery electric car;A car is a motorised road vehicle that is used for passenger transport and has a maximum of eight seats.;
OEO_00320047;fuel cell electric car;A car is a motorised road vehicle that is used for passenger transport and has a maximum of eight seats.;
OEO_00320048;compressed gas car;A car is a motorised road vehicle that is used for passenger transport and has a maximum of eight seats.;
